actor	text_id	en	filename	line	notes	flags
TEXT	20749	Cartography Nerd	AchievementHelpers.dinky	35
TEXT	20625	Convinced Cobb To Tell You About LOOM	AchievementHelpers.dinky	36
TEXT	20750	Fan Service	AchievementHelpers.dinky	36
TEXT	20626	Freed Otis	AchievementHelpers.dinky	37
TEXT	20751	Hey Wait!	AchievementHelpers.dinky	37
TEXT	20627	Got Hired With All Four Mop Heads	AchievementHelpers.dinky	38
TEXT	20752	Mop Top	AchievementHelpers.dinky	38
TEXT	20628	Listed Every Mess On The First Swab’s Report	AchievementHelpers.dinky	40
TEXT	20753	Neat Freak	AchievementHelpers.dinky	40
TEXT	20629	Braved The Scorched Alaska	AchievementHelpers.dinky	41
TEXT	20754	Hot Headed	AchievementHelpers.dinky	41
TEXT	20630	Swabbed The Hold Twenty Times	AchievementHelpers.dinky	42
TEXT	20755	Super Swabbie	AchievementHelpers.dinky	42
TEXT	20632	Decked Out The Sea Monkey II With Spooky Skulls	AchievementHelpers.dinky	45		UPDATE
TEXT	20757	Tight Ship	AchievementHelpers.dinky	45
TEXT	20633	Got To The Heart Of The Problem	AchievementHelpers.dinky	46
TEXT	20758	Not Bitter	AchievementHelpers.dinky	46
TEXT	20634	Explored The Entire Ocean Floor	AchievementHelpers.dinky	48
TEXT	20759	Deep Sea Diver	AchievementHelpers.dinky	48
TEXT	20635	Found Cogg Island	AchievementHelpers.dinky	49
TEXT	20760	Cogg Island	AchievementHelpers.dinky	49
TEXT	20636	Did Gullet A Favor	AchievementHelpers.dinky	50
TEXT	20761	Promise Keeper	AchievementHelpers.dinky	50
TEXT	20637	Offered To Donate To The Earthquake Relief	AchievementHelpers.dinky	51
TEXT	20762	Relief Pitcher	AchievementHelpers.dinky	51
TEXT	20638	Performed The Ole Switcheroo With The Replica Flag	AchievementHelpers.dinky	52
TEXT	20763	Flag Facsimile	AchievementHelpers.dinky	52
TEXT	20639	Became A Prize Chum	AchievementHelpers.dinky	53
TEXT	20764	Trophy Fisher	AchievementHelpers.dinky	53
TEXT	20640	Waited Patiently To See Carla	AchievementHelpers.dinky	54
TEXT	20765	Patient Citizen	AchievementHelpers.dinky	54
TEXT	20641	Ahoy! More Than Twenty Times	AchievementHelpers.dinky	55
TEXT	20766	Ahoy There	AchievementHelpers.dinky	55
TEXT	20642	Let The Lumpsucker Escape	AchievementHelpers.dinky	56
TEXT	20767	On The Lam	AchievementHelpers.dinky	56
TEXT	20643	Found All The Copies of ‘At The End Of The Plank’	AchievementHelpers.dinky	57
TEXT	20768	Bookworm	AchievementHelpers.dinky	57
TEXT	20857	Dental Samaritan	AchievementHelpers.dinky	57
TEXT	20858	Gave Stan His Toothbrush	AchievementHelpers.dinky	57		UPDATE
TEXT	20878	Admiral Monkey	AchievementHelpers.dinky	58		ADDED
TEXT	20644	Rescued Wally From Monkey Island	AchievementHelpers.dinky	59
TEXT	20769	Free Wally	AchievementHelpers.dinky	59
TEXT	20879	Earned every one of our amazing trophies	AchievementHelpers.dinky	59		ADDED
TEXT	20645	Reached The End In 2 Hours Or Less	AchievementHelpers.dinky	60
TEXT	20770	Speed Runner	AchievementHelpers.dinky	60
TEXT	20339	Achievement earned: %s	AchievementHelpers.dinky	136
TEXT	20403	Rose	ActHelpers.dinky	28
TEXT	20404	Widey Bones	ActHelpers.dinky	40
GUYBRUSH	33312	I can't reach that.	ActorHelpers.dinky	38
HOVER	12359	To High Street	Alley.dinky	31
HOVER	12386	Open the door	Alley.dinky	40
GUYBRUSH	40729	It seems to be stuck closed.	Alley.dinky	45
HOVER	12397	Look for a clue	Alley.dinky	50
HOVER	12387	Read the sign	Alley.dinky	51
GUYBRUSH	40730	“Employees only.”	Alley.dinky	53
GUYBRUSH	40805	I don't see anything useful here.	Alley.dinky	53
HOVER	12398	Look for a clue	Alley.dinky	66
GUYBRUSH	40461	Huh?	AlleyPart5.dinky	23
GUYBRUSH	40462	What?	AlleyPart5.dinky	25
GUYBRUSH	40463	I was just deep in the mushroom and lava ridden caves under Monkey Island™.	AlleyPart5.dinky	28
GUYBRUSH	40464	And now I'm... Oh no. Not yet.	AlleyPart5.dinky	31
HOVER	12360	Open the door	AlleyPart5.dinky	39
GUYBRUSH	40668	It seems to be stuck closed.	AlleyPart5.dinky	44
HOVER	12301	To High Street	AlleyPart5.dinky	59
HOVER	12302	What the heck is down there	AlleyPart5.dinky	59
HOVER	12303	Go back inside	AlleyPart5.dinky	71
HOVER	12306	Should I?	AlleyPart5.dinky	122
HOVER	12307	Comment on the windows	AlleyPart5.dinky	130
GUYBRUSH	40467	The windows are just pasted on. And they're not even straight.	AlleyPart5.dinky	132
HOVER	12308	Read the signs	AlleyPart5.dinky	138
GUYBRUSH	40468	“High Street 20 feet. Hall of Pirates 3 minute walk. Additional restrooms at Dinky Island.”	AlleyPart5.dinky	140
GUYBRUSH	40690	Must have locked when I came out.	AlleyPart5.dinky	147
HOVER	12366	Unlock the door	AlleyPart5.dinky	150
HOVER	12383	Read the sign	AlleyPart5.dinky	175
HOVER	12389	Look for a clue	AlleyPart5.dinky	175
GUYBRUSH	40727	“Employees only.”	AlleyPart5.dinky	177
GUYBRUSH	40796	I don't see any serial numbers here.	AlleyPart5.dinky	178
HOVER	12384	Unlock the door	AlleyPart5.dinky	180
HOVER	12390	Look for a clue	AlleyPart5.dinky	198
GUYBRUSH	38561	Wow! It's more amazing than I could have imagined.	AltarArrival.dinky	11
GUYBRUSH	34591	{proud}I'm here to talk to the pirate leaders about a new expedition!	BarPirates.yack	21
YOUNGPIRATE2	34592	(impatient)In the back.	BarPirates.yack	23
GUYBRUSH	38984	I'm going to find The Secret of Monkey Island!	BarPirates.yack	28
YOUNGPIRATE2	38985	Ha! It'll turn out to be a T-shirt or something.	BarPirates.yack	33
YOUNGPIRATE2	38986	I'm sure the mop'll be a big help.	BarPirates.yack	34
GUYBRUSH	34596	What's that you're drinking?	BarPirates.yack	39
YOUNGPIRATE2	34597	Large!	BarPirates.yack	41
YOUNGPIRATE2	34598	Get lost.	BarPirates.yack	42
GUYBRUSH	34599	{proud}I'm here to talk to the pirate leaders about a new expedition!	BarPirates.yack	51
YOUNGPIRATE4	34600	(weary)In the back.	BarPirates.yack	53
GUYBRUSH	38987	I'm going to find The Secret of Monkey Island!	BarPirates.yack	58
YOUNGPIRATE4	38988	(get lost)Good for you.	BarPirates.yack	63
YOUNGPIRATE4	38989	You going to ride there on your mop?	BarPirates.yack	64
GUYBRUSH	34605	Oh! This isn't actually mine.	BarPirates.yack	65
GUYBRUSH	34607	Nice hat pin.	BarPirates.yack	69
YOUNGPIRATE4	34608	It's the emblem of a secret society I belong to.	BarPirates.yack	72
GUYBRUSH	34609	Really?	BarPirates.yack	73
YOUNGPIRATE4	34610	Don't be ridiculous.	BarPirates.yack	74
YOUNGPIRATE4	34611	Beat it, creep.	BarPirates.yack	76
GUYBRUSH	34612	{proud}I'm here to talk to the pirate leaders about a new expedition!	BarPirates.yack	83
YOUNGPIRATE1	34613	(duh)In the back.	BarPirates.yack	85
GUYBRUSH	38990	I'm going to find The Secret of Monkey Island!	BarPirates.yack	90
YOUNGPIRATE1	34615	Don't sound much like pirating to me.	BarPirates.yack	95
GUYBRUSH	38991	Don't look now but I think there's a leech on your chin.	BarPirates.yack	99
YOUNGPIRATE1	38992	Buzz off.	BarPirates.yack	101
YOUNGPIRATE1	34619	Stay away from me with that mop.	BarPirates.yack	102
GUYBRUSH	34621	How come you're still here? The bar is half-collapsed and slightly on fire.	BarPirates.yack	109
YOUNGPIRATE4	34622	Get lost.	BarPirates.yack	112
YOUNGPIRATE4	34623	Not done with my drink.	BarPirates.yack	116
GUYBRUSH	34624	I'm closer than ever to finding The Secret of Monkey Island!	BarPirates.yack	121
YOUNGPIRATE4	34625	I'm not any closer to caring about it.	BarPirates.yack	123
FINICKYPIRATE	34626	I say, janitor, if you see my waiter, tell him to hurry things up a bit. I'm positively famished.	BarPirates.yack	139
GUYBRUSH	34627	Hi!	BarPirates.yack	143
FINICKYPIRATE	34628	Are you my waiter? I want the excellent dish I had at the governor's mansion last week.	BarPirates.yack	145
GUYBRUSH	34629	I-	BarPirates.yack	146
FINICKYPIRATE	34630	I don't know what it's called, but it was sort of, you know, a hot food.	BarPirates.yack	147
GUYBRUSH	34631	But I'm not-	BarPirates.yack	148
FINICKYPIRATE	34632	It had ingredients in it or something.	BarPirates.yack	149
GUYBRUSH	38993	I'm not your waiter.	BarPirates.yack	150
FINICKYPIRATE	34633	I already told your incompetent cook this, but he still hasn't brought me my dinner.	BarPirates.yack	151
GUYBRUSH	38994	I don't work here. I'm not a waiter.	BarPirates.yack	152
FINICKYPIRATE	34634	Hop to it!	BarPirates.yack	153
GUYBRUSH	38995	Right away, sir.	BarPirates.yack	154
FINICKYPIRATE	34635	Waiter, I can't understand why this is taking so long.	BarPirates.yack	156
FINICKYPIRATE	34636	Just bring me what the governor served me last week.	BarPirates.yack	157
GUYBRUSH	38996	Of course, sir. Sorry for the delay.	BarPirates.yack	158
NED	38671	(to self)Easy, Ned. He's not coming.	BarebonesIsland.dinky	20
NED	38672	(to self)He's in jail for years and years.	BarebonesIsland.dinky	21
NED	38673	(panic)Is that a sail? Oh no! Oh wait, it's a seagull.	BarebonesIsland.dinky	22
NED	38674	(to self)Years and years and years. Remember that.	BarebonesIsland.dinky	23
NED	38675	(to self)He's gone for years and years.	BarebonesIsland.dinky	24
NED	38676	(panic)What's that sound? Oh, it's just the waves.	BarebonesIsland.dinky	25
NED	38677	(to self)He's locked away for a long time.	BarebonesIsland.dinky	26
NED	38678	(to self)Keep it together, Ned.	BarebonesIsland.dinky	27
NED	38679	(to self)Think about all the happy years you'll have before he gets out.	BarebonesIsland.dinky	28
NED	38680	(to self)Oh dear.	BarebonesIsland.dinky	29
GUYBRUSH	31422	Weirdly, this island seems even smaller now that there's no one here.	BarebonesIsland.dinky	82
HOVER	10644	Board my ship	BarebonesIsland.dinky	123
HOVER	10645	Sail back to Mêlée right away!	BarebonesIsland.dinky	123
HOVER	10646	Ask about the picture	BarebonesIsland.dinky	141
HOVER	10647	Look at the picture	BarebonesIsland.dinky	141
GUYBRUSH	31423	{point}Nice likeness of you. Where's the other half?	BarebonesIsland.dinky	160
NED	31424	No comment.	BarebonesIsland.dinky	163
GUYBRUSH	31425	Ned forgot his picture!	BarebonesIsland.dinky	165
HOVER	10648	Ask for the picture	BarebonesIsland.dinky	169
GUYBRUSH	31426	{point}Can I have the picture?	BarebonesIsland.dinky	186
NED	31427	Not now, I'm packing!	BarebonesIsland.dinky	188
NED	38681	No! That would be weird!	BarebonesIsland.dinky	188
HOVER	10649	I might need this	BarebonesIsland.dinky	192
HOVER	10653	Place Ned's picture near the frame	BarebonesIsland.dinky	198
HOVER	10654	What's in the treasure chest?	BarebonesIsland.dinky	215
HOVER	10655	Comment on the chest	BarebonesIsland.dinky	215
GUYBRUSH	31433	That's a mighty fine-looking chest you have there. What's in it?	BarebonesIsland.dinky	220
NED	31434	Everything I own. The fruits of a man's life.	BarebonesIsland.dinky	222
NED	31435	The yardstick by which I'll be measured when I'm gone.	BarebonesIsland.dinky	222
NED	31436	It's mainly paperwork.	BarebonesIsland.dinky	224
GUYBRUSH	31437	Paperwork, huh?	BarebonesIsland.dinky	227
NED	31438	I'm afraid so.	BarebonesIsland.dinky	229
HOVER	10656	Offer to help pack	BarebonesIsland.dinky	233
GUYBRUSH	31439	Can I help you pack?	BarebonesIsland.dinky	236
NED	31440	I can handle it! Just take that evidence to the court on Brrr Muda!	BarebonesIsland.dinky	238
HOVER	12168	Pry open the chest	BarebonesIsland.dinky	241
HOVER	12169	Try the key in the lock	BarebonesIsland.dinky	247
HOVER	12170	Magnify the lock	BarebonesIsland.dinky	253
GUYBRUSH	38682	Nothing to see but a lot of corrosion.	BarebonesIsland.dinky	256
NED	38683	Hey, that's my chest.	BarebonesIsland.dinky	261
NED	38684	Leave that alone.	BarebonesIsland.dinky	261
NED	38685	Stop it. I'm right here.	BarebonesIsland.dinky	261
HOVER	10657	Take Ned's satchel	BarebonesIsland.dinky	268
HOVER	10658	Take Ned's financial records	BarebonesIsland.dinky	268
HOVER	10659	Chat with my invincible demonic figurehead	BarebonesIsland.dinky	285
GUYBRUSH	31441	Hey Murray, this looks like a great place for you to spend the rest of your death.	BarebonesIsland.dinky	288
MURRAY	31442	Don't even think about it, you traitorous worm! Remember who got you the map.	BarebonesIsland.dinky	290
GUYBRUSH	31443	How about if I bury you in the warm sand? You can have a nice long rest.	BarebonesIsland.dinky	292
MURRAY	31444	I'll rest when I'm not dead. Which is never!	BarebonesIsland.dinky	294
GUYBRUSH	31445	Any words of advice, Murray?	BarebonesIsland.dinky	296
MURRAY	31446	Give up on The Secret and take up knitting.	BarebonesIsland.dinky	298
BOYBRUSH	30002	<behind door>[text][center]Take THIS, LeChuck!	Beginning.dinky	29
CHUCKIE	30003	<behind door>(grievous injury)[text][center]Argh!	Beginning.dinky	31
CHUCKIE	30004	<behind door>(badly injured)[text][center]Guybrush! Come over here.	Beginning.dinky	35
CHUCKIE	30005	<behind door>(badly injured)[text][center]Gently now. Remove my mask.	Beginning.dinky	37
BOYBRUSH	30006	<behind door>[text][center]Will you promise to stop picking on me?	Beginning.dinky	41
CHUCKIE	30007	<behind door>[text][center]All right, all right, I promise!	Beginning.dinky	43
CHUCKIE	30008	<behind door>[text][center]Anything, just put my leg back on!	Beginning.dinky	45
GUYBRUSH	40816	<behind door>[text][center]Take THIS, LeChuck!	Beginning.dinky	49
JANITOR	30009	<behind door>[text][right]Hey, you kids!	Beginning.dinky	50
LECHUCK	40817	<behind door>(grievous injury)[text][center]Argh!	Beginning.dinky	50
LECHUCK	40818	<behind door>(badly injured)[text][center]Guybrush! Come over here.	Beginning.dinky	51
JANITOR	30010	<behind door>[text][right]You're not supposed to be in here!	Beginning.dinky	52
LECHUCK	40819	<behind door>(badly injured)[text][center]Gently now. Remove my mask.	Beginning.dinky	52
GUYBRUSH	40820	<behind door>[text][center]Will you promise to stop picking on me?	Beginning.dinky	53
LECHUCK	40821	<behind door>[text][center]All right, all right, I promise!	Beginning.dinky	54
LECHUCK	40822	<behind door>[text][center]Anything, just put my leg back on!	Beginning.dinky	55
BOYBRUSH	30011	[overlap][high]Ha ha ha!	Beginning.dinky	66
CHUCKIE	30012	[overlap][low]Ha ha ha!	Beginning.dinky	67
BOYBRUSH	30013	What's next?	Beginning.dinky	80		UPDATE
CHUCKIE	30014	Let's goof on those two. Pretend they're our parents.	Beginning.dinky	82
BOYBRUSH	30015	Ha ha! Yeah!	Beginning.dinky	84
BOYBRUSH	30016	Sorry we ran off!	Beginning.dinky	94
BOYBRUSH	30017	You were probably worried about murderers and ne'er-do-wells!	Beginning.dinky	99
CHUCKIE	30018	Don't worry, I found him!	Beginning.dinky	102
BOYBRUSH	30019	[overlap][right]Ha ha ha!	Beginning.dinky	104
CHUCKIE	30020	[overlap][left]Ha ha ha!	Beginning.dinky	105
PARKMALE	30021	Um...	Beginning.dinky	116
PARKMALE	30022	Come on, let's go.	Beginning.dinky	120
CHUCKIE	30024	Let's pretend I have powers that make lightning come out of my eyes!	Beginning.dinky	132
SFX	19000	Squawk!	Beginning.dinky	139
PARKFEMALE	38556	It's so lifelike.	Beginning.dinky	149
SFX	19001	Squawk!	Beginning.dinky	152
PARKMALE	38555	I wonder if it's real?	Beginning.dinky	156
PARKMALE	30027	Sorry boys, could you stop following us? It's creepy.	Beginning.dinky	174
CHUCKIE	30028	[overlap]Yes sir.	Beginning.dinky	176
BOYBRUSH	30029	[high]Yes sir.	Beginning.dinky	177
CHUCKIE	30030	C'mon, I saw a Scurvydog shack back there.	Beginning.dinky	192
BOYBRUSH	30031	Scurvydogs! I've never had one of those!	Beginning.dinky	195
CHUCKIE	30032	No way! You have to try one!	Beginning.dinky	222
CHUCKIE	30033	It's the best thing you'll ever eat in your life, no fooling!	Beginning.dinky	224
BOYBRUSH	30034	Wow!	Beginning.dinky	226
MURRAY	38805	Are you actually leaving me here after I got you the map?!	BelowCliff.dinky	14
MURRAY	38806	You'll pay for this, you selfish pink meatbag!	BelowCliff.dinky	17
HOVER	11800	What's the title again?	BelowCliff.dinky	89
HOVER	11801	Elaine is so thoughtful	BelowCliff.dinky	89
HOVER	11802	Grab the repair manual	BelowCliff.dinky	94
HOVER	11803	Talk to Murray	BelowCliff.dinky	110
GUYBRUSH	32911	I feel like we're entering a new phase in our relationship.	BelowCliff.dinky	112
MURRAY	32912	I'm trying to contain my joy.	BelowCliff.dinky	114
HOVER	12222	Conk Murray	BelowCliff.dinky	117
HOVER	11804	Pick up Murray	BelowCliff.dinky	131
GUYBRUSH	32913	Come on, Murray! We've got our work cut out for us!	BelowCliff.dinky	135
MURRAY	32914	I don't relish the idea of being with you, but I guess it beats spending the next hundred years on this stump.	BelowCliff.dinky	137
MURRAY	32915	Maybe.	BelowCliff.dinky	139
MURRAY	32916	Wait, not the pocket!	BelowCliff.dinky	147
HOVER	11805	Onward to certain success	BelowCliff.dinky	157
HOVER	11806	Race Elaine to the ship	BelowCliff.dinky	157
HOVER	11808	Onward to certain success	BelowCliff.dinky	175
HOVER	11809	I think the ship's actually this way!	BelowCliff.dinky	175
LECHUCK	35047	(to self)It came from over here somewhere...	BelowCliff.yack	30
LECHUCK	35048	What the? Threepwood!	BelowCliff.yack	42
LECHUCK	35049	Alive!	BelowCliff.yack	45
LECHUCK	35050	...sort of.	BelowCliff.yack	46
GUYBRUSH	35051	-urk-	BelowCliff.yack	48
GUYBRUSH	35052	-gurgle-	BelowCliff.yack	49
GUYBRUSH	35053	-gasp-	BelowCliff.yack	50
LECHUCK	35054	So, you survived walking the plank, only to stumble off a cliff!	BelowCliff.yack	57
LECHUCK	35055	I always knew you were a buffoon, but this really takes the prize.	BelowCliff.yack	58
LECHUCK	35056	Speaking of taking the prize, as you lie here, slowly dying, feel free to torment yourself with the knowledge that I will shortly have The Secret...	BelowCliff.yack	60
LECHUCK	35057	...and then the fair Elaine as well!	BelowCliff.yack	61
LECHUCK	35058	Hahahahaha!	BelowCliff.yack	62
GUYBRUSH	35059	Nnkk!	BelowCliff.yack	64
GUYBRUSH	35060	Grrk!	BelowCliff.yack	65
GUYBRUSH	35061	Llnnn!	BelowCliff.yack	66
LECHUCK	35062	I didn't quite catch that, but no matter. Your last words will be forgotten along with you.	BelowCliff.yack	69
LECHUCK	35063	And the dubious tales of your paltry exploits will likewise wither and be gone, without so much as a stone to mark where they were.	BelowCliff.yack	70
LECHUCK	35064	You will be nothing.	BelowCliff.yack	71
LECHUCK	35065	Soon not even the stench of your passing will remain, as the world moves implacably onward.	BelowCliff.yack	72
IRONROSE	35066	Captain LeChuck!	BelowCliff.yack	80
IRONROSE	35067	It's Captain Madison, sir. She and the others have just set sail! They're leaving the island!	BelowCliff.yack	85
LECHUCK	35068	Leaving!?	BelowCliff.yack	86		UPDATE
LECHUCK	35069	They must know where The Secret is!	BelowCliff.yack	87
LECHUCK	35070	If we hurry, we can catch them at sea and “persuade” them to share!	BelowCliff.yack	88
GUYBRUSH	35071	Oof. This hurts.	BelowCliff.yack	100
GUYBRUSH	35072	I think it hurts more than that time with the cannon and the tent pole.	BelowCliff.yack	101
GUYBRUSH	35073	I think my pancreas is broken.	BelowCliff.yack	102
GUYBRUSH	35074	Possibly also my spleen.	BelowCliff.yack	103
GUYBRUSH	35075	And my gall bladder, whatever that is.	BelowCliff.yack	104
GUYBRUSH	35076	I've got to follow them.	BelowCliff.yack	105
GUYBRUSH	35077	Yep.	BelowCliff.yack	106
GUYBRUSH	35078	Just as soon as I can get my knees bending in the right direction again.	BelowCliff.yack	107
ELAINE	35079	Hello, is someone here?	BelowCliff.yack	117
ELAINE	35080	Guybrush!	BelowCliff.yack	123
ELAINE	35081	Oh no! Are you okay?	BelowCliff.yack	130
GUYBRUSH	35082	It only hurts when I breathe.	BelowCliff.yack	133
ELAINE	35083	Still, best to keep that up, I think.	BelowCliff.yack	134
GUYBRUSH	35084	If I have to.	BelowCliff.yack	135
